Day, Price Index, Inflows, Outflows,30-day price change,30-day sum of inflows,30-day sum of outflows,Inflows - Outflows
1016,17.106668,126.10434,128.02042,-2.390625,4325.721724,4458.72481,-133.003086
1017,17.158129,124.297905,131.89783,-2.083685,4296.356229,4431.30993,-134.953701
1018,17.188692,124.293755,128.82477,-2.08716,4267.751954,4402.47363,-134.721676
1019,17.021128,122.37192,131.02539,-2.320635,4238.836034,4374.31492,-135.478886
1020,17.12727,122.64054,124.94155,-2.20185,4210.708974,4339.35016,-128.641186
1021,16.9794,123.199684,123.15161,-1.97475,4183.387508,4300.33536,-116.947852
1022,16.968706,121.15472,122.68821,-2.196402,4156.350088,4270.88755,-114.537462
1023,17.011988,121.91543,123.13406,-1.666303,4130.564548,4241.54073,-110.976182
1024,16.824825,120.189735,121.979576,-2.067047,4103.334163,4211.580476,-108.246313
1025,17.065102,120.55262,123.769806,-1.867426,4078.210743,4182.060102,-103.849359
1026,16.63998,119.14077,120.51447,-2.217459,4051.851333,4151.837392,-99.986059
1027,16.637402,119.21892,118.14947,-2.080188,4026.164253,4120.866012,-94.701759
1028,16.686096,117.728546,122.63575,-1.84461,4000.987789,4095.543282,-94.555493
1029,16.30728,118.2486,116.61424,-2.151184,3977.157699,4068.479652,-91.321953
1030,16.540142,116.18681,121.36031,-1.955216,3953.342889,4048.032112,-94.689223
1031,16.395191,116.74527,114.064896,-1.94191,3929.801649,4015.481148,-85.679499
1032,16.66698,114.95795,120.66843,-1.833634,3904.599259,3994.377418,-89.778159
1033,16.309542,115.705414,112.76553,-1.758747,3882.056183,3966.153398,-84.097215
1034,16.322168,113.99145,115.14711,-2.01224,3858.190943,3940.951358,-82.760415
1035,16.283073,114.52951,113.52339,-1.7002,3837.100673,3912.023008,-74.922335
1036,16.267992,112.572334,113.111084,-1.732608,3813.811847,3890.798412,-76.986565
1037,16.194878,113.44785,113.361336,-1.763074,3793.309997,3867.318268,-74.008271
1038,16.103329,111.72707,112.32556,-1.663001,3771.088187,3842.862228,-71.774041
1039,15.869619,112.234695,108.871544,-1.878125,3749.638102,3820.249622,-70.61152
1040,15.818444,110.44933,113.97093,-1.878196,3728.295582,3799.223152,-70.92757
1041,16.006302,111.74352,108.21419,-1.555382,3707.857222,3773.609542,-65.75232
1042,15.972128,110.19919,111.133965,-1.882799,3688.030912,3749.269917,-61.239005
1043,15.77723,110.64058,108.57299,-2.005435,3668.404432,3725.728737,-57.324305
1044,15.508006,109.55351,110.838715,-1.779016,3649.597712,3701.290452,-51.69274
1045,15.969642,110.82522,112.61823,-1.379454,3632.531758,3682.284762,-49.753004
1046,15.711961,109.154884,104.921455,-1.394707,3615.722072,3652.816817,-37.094745
1047,15.597887,109.6426,106.35654,-1.560242,3599.260332,3631.152937,-31.892605
1048,16.00421,108.27466,111.208084,-1.184482,3583.237087,3610.463191,-27.226104
1049,15.3868885,109.21111,103.63867,-1.6342395,3568.154442,3585.277091,-17.122649
1050,15.701338,107.62218,108.132355,-1.425932,3553.404702,3562.384056,-8.979354
1051,15.419277,108.77485,103.34716,-1.560123,3539.539012,3540.789666,-1.250654
1052,15.7430725,107.202736,106.06824,-1.2256335,3523.542064,3523.706296,-0.164232
1053,15.476463,108.14925,105.04896,-1.535525,3510.536594,3506.067046,4.469548
1054,15.520622,106.93253,104.65032,-1.304203,3495.553694,3487.583306,7.970388
1055,15.3824835,108.0796,100.140976,-1.6826185,3483.443559,3465.744706,17.698853
1056,15.470587,106.74284,106.74393,-1.169393,3469.633779,3448.71883,20.914949
1057,15.205738,107.77941,102.5324,-1.431664,3458.272419,3430.73676,27.535659
1058,15.236658,106.21693,105.48508,-1.449438,3445.270429,3418.07237,27.198059
1059,15.289118,107.5801,103.57104,-1.018162,3435.121983,3399.00766,36.114323
1060,15.030088,106.13982,102.79606,-1.510054,3423.013203,3385.18948,37.823723
1061,15.095911,107.26518,102.59516,-1.29928,3414.091573,3366.42433,47.667243
1062,15.049308,105.89652,99.73409,-1.617672,3403.242823,3352.093524,51.149299
1063,15.146181,107.66902,102.63498,-1.163361,3395.953893,3334.060074,61.893819
1064,15.070047,108.84406,100.44266,-1.252121,3389.092539,3321.737204,67.355335
1065,15.242601,107.296,100.382965,-1.040472,3382.397089,3306.973059,75.42403
1066,14.93457,108.50426,101.17103,-1.333422,3376.371839,3294.620699,81.75114
1067,14.9345455,106.948425,99.900246,-1.2603325,3370.74793,3281.409861,89.338069
1068,14.863075,108.31658,100.08766,-1.240254,3365.61666,3268.136185,97.480475
1069,15.2852545,106.89624,102.504906,-0.5843645,3360.78583,3258.315531,102.470299
1070,14.872345,108.423904,100.25453,-0.946099,3356.975039,3249.698517,107.276522
1071,14.69779,109.74433,100.15865,-1.308512,3356.270039,3235.886237,120.383802
1072,15.1133585,108.514595,98.53215,-0.8587695,3353.041114,3226.204197,126.836917
1073,15.0487175,110.03311,101.873825,-0.7285125,3352.875034,3216.944057,135.930977
1074,14.902191,108.72238,98.625534,-0.605815,3350.956834,3206.996601,143.960233
1075,14.985254,110.05934,100.160164,-0.984388,3351.462664,3196.31805,155.144614
1076,14.945935,108.552055,100.47031,-0.766026,3349.189499,3184.17013,165.019369
1077,14.829621,110.22995,103.34003,-0.768266,3350.264565,3182.588705,167.67586
1078,14.857167,112.100105,100.604576,-1.147043,3352.72207,3176.836741,175.885329
1079,14.951615,110.66886,97.06654,-0.4352735,3355.11627,3162.695197,192.421073
1080,14.801887,112.203705,101.34522,-0.899451,3358.108865,3160.401747,197.707118
1081,14.89762,113.70773,100.543594,-0.521657,3364.194415,3152.812986,211.381429
1082,15.05924,112.51416,100.65444,-0.6838325,3367.933725,3150.120266,217.813459
1083,14.862983,114.428665,96.150986,-0.61348,3375.159654,3140.203012,234.956642
1084,14.97305,113.276024,100.38032,-0.547572,3380.286428,3135.534372,244.752056
1085,14.871716,115.03525,99.714264,-0.5107675,3388.389148,3130.598316,257.790832
1086,15.0943,116.778046,101.84225,-0.376287,3397.087594,3132.29959,264.788004
1087,14.629691,115.62346,99.21452,-0.576047,3405.968214,3124.77018,281.198034
1088,15.116386,117.25297,101.77672,-0.120272,3415.441774,3124.0145,291.427274
1089,14.994276,119.197685,98.82994,-0.294842,3428.422529,3117.35936,311.063169
1090,15.0359535,117.74551,103.187256,0.0058655,3438.587939,3116.975576,321.612363
1091,14.8856125,119.08292,100.09127,-0.2102985,3451.531039,3114.270786,337.260253
1092,14.966569,121.10956,103.04136,-0.082739,3465.375419,3114.716986,350.658433
1093,15.243286,119.73282,103.1774,0.097105,3479.211719,3118.160296,361.051423
1094,15.043679,121.68262,98.331764,-0.026368,3493.225319,3113.85708,379.368239
1095,15.314737,123.273056,104.34711,0.072136,3507.654315,3117.76153,389.892785
1096,15.120462,125.469734,101.08193,0.185892,3525.828049,3118.460495,407.367554
1097,15.116063,124.18343,107.978714,0.1815175,3541.507219,3125.268179,416.23904
1098,15.235682,125.9735,104.19563,0.372607,3560.532294,3129.563563,430.968731
1099,15.36154,127.5121,104.629196,0.0762855,3579.727814,3134.105099,445.622715
1100,15.461643,129.26593,104.1418,0.589298,3602.097504,3135.741993,466.355511
1101,15.22154,128.03691,108.7203,0.52375,3621.71051,3144.207763,477.502747
1102,15.409702,129.80858,105.97305,0.2963435,3641.77476,3150.022163,491.752597
1103,15.420277,131.94144,106.20469,0.3715595,3665.201605,3157.694703,507.506902
1104,15.427658,133.19106,107.49225,0.525467,3688.359555,3163.313128,525.046427
1105,15.726326,131.7986,107.920784,0.741072,3711.435775,3172.608378,538.827397
1106,15.870029,133.34448,108.577446,0.924094,3734.720915,3181.02566,553.695255
1107,15.759634,135.71587,111.404655,0.930013,3761.88473,3191.960005,569.924725
1108,15.834176,137.43547,108.25041,0.977009,3789.09025,3196.870385,592.219865
1109,15.861501,139.38023,110.72873,0.909886,3816.370375,3206.994539,609.375836
1110,15.615527,138.3279,107.03471,0.81364,3844.029415,3216.962709,627.066706
1111,16.010345,140.21362,111.869545,1.112725,3872.03933,3227.487034,644.552296
1112,15.898599,142.25803,111.74968,0.839359,3900.58963,3238.69312,661.89651
1113,16.116682,144.01701,110.26961,1.253699,3932.09248,3248.30829,683.78419
1114,16.19488,145.83403,110.51231,1.22183,3963.497845,3262.669614,700.828231
1115,16.446213,147.45895,112.57023,1.574497,3997.680771,3274.859524,722.821247
1116,16.639069,145.96332,116.303,1.544769,4028.608841,3291.44826,737.160581
1117,16.447584,147.5055,114.489235,1.817893,4059.336295,3304.095245,755.24105
1118,16.762882,149.23497,118.398605,1.646496,4092.947805,3323.27933,769.668475
1119,16.626934,151.00085,112.06177,1.632658,4126.695685,3333.56438,793.131305
1120,16.681635,152.87994,120.30808,1.6456815,4160.37794,3355.04252,805.33542
1121,17.051823,154.51071,118.33424,2.1662105,4197.14314,3370.189504,826.953636
1122,17.035769,156.40265,120.91396,2.0692,4234.46287,3391.012194,843.450676
1123,17.221094,157.68024,119.85093,1.977808,4271.03355,3407.821764,863.211786
1124,17.031775,159.33716,116.65879,1.988096,4310.63789,3421.303154,889.334736
1125,17.429363,160.77519,119.52201,2.114626,4349.73046,3442.4934,907.23706
1126,17.326382,162.64499,121.036354,2.20592,4389.102394,3459.182644,929.91975
1127,17.76126,163.97018,124.541985,2.645197,4427.60284,3482.642699,944.960141
1128,17.485754,165.26836,124.74845,2.250072,4468.68777,3499.412435,969.275335
1129,17.915203,166.90373,127.30713,2.553663,4509.618,3522.523935,987.094065
1130,18.191166,168.31453,128.91165,2.729523,4550.42043,3546.806389,1003.614041
1131,18.195137,169.1152,127.785065,2.973597,4590.2697,3570.449654,1019.820046
1132,18.171003,170.42447,124.56104,2.761301,4632.65726,3586.290394,1046.366866
1133,18.308777,171.89168,128.74063,2.8885,4674.74036,3609.057974,1065.682386
1134,18.471067,173.16498,128.8949,3.043409,4715.9639,3631.748184,1084.215716
1135,18.675003,174.44508,128.68434,2.948677,4757.21792,3652.940274,1104.277646
1136,18.875431,175.27725,133.77051,3.005402,4800.69657,3678.79,1121.90657
1137,19.234747,176.25064,134.72833,3.475113,4843.60273,3704.940884,1138.661846
1138,19.139584,177.14485,135.51428,3.305408,4885.03171,3729.050509,1155.981201
1139,19.196598,178.12296,134.1041,3.335097,4925.7192,3754.904199,1170.815001
1140,19.403265,179.08838,136.97621,3.787738,4965.42735,3781.151679,1184.275671
1141,19.67531,179.89468,137.1588,3.664965,5006.99413,3811.275769,1195.718361
1142,19.818583,180.73657,142.45883,3.919984,5047.51708,3841.865054,1205.652026
1143,20.291235,181.5801,137.465,4.174553,5086.83915,3867.580374,1219.258776
1144,19.8868,182.355,140.29524,3.69192,5125.17714,3897.606004,1227.571136
1145,20.263075,183.356,142.61015,3.816862,5162.69911,3929.703844,1232.995266
1146,20.263857,184.03204,142.67438,3.624788,5199.2722,3959.807994,1239.464206
1147,20.23444,184.11913,141.74463,3.786856,5237.42801,3985.249624,1252.178386
1148,20.430206,187.80453,142.318,3.667324,5277.72704,4013.078389,1264.648651
1149,20.403791,188.28183,143.8982,3.776857,5316.7739,4038.577984,1278.195916
1150,20.775599,188.58617,143.9639,4.093964,5354.35922,4070.480114,1283.879106
1151,21.052414,188.95361,145.36763,4.000591,5390.43289,4095.539664,1294.893226
1152,20.80106,189.42989,148.70615,3.765291,5425.35207,4125.911574,1299.440496
1153,21.104918,189.92433,151.2044,3.883824,5458.87375,4156.202014,1302.671736
1154,21.279123,192.90793,151.5407,4.247348,5494.10144,4187.891784,1306.209656
1155,21.672052,193.14055,151.50534,4.242689,5527.90483,4222.738334,1305.166496
1156,21.779032,193.09087,154.38167,4.45265,5560.22051,4257.597994,1302.622516
1157,21.661638,193.37508,151.87428,3.900378,5590.9506,4288.43592,1302.51468
1158,21.912096,193.52866,155.23264,4.426342,5620.50908,4319.126575,1301.382505
1159,22.092115,196.33554,155.67601,4.176912,5651.57626,4350.054135,1301.522125
1160,22.328524,196.15506,156.69653,4.137358,5680.82759,4379.443535,1301.384055
1161,22.577234,195.85901,153.39406,4.382097,5708.37207,4403.925945,1304.446125
1162,22.685299,196.0916,154.83968,4.514296,5735.34847,4430.98056,1304.36791
1163,22.757158,198.77054,161.6486,4.448381,5763.69454,4468.06812,1295.62642
1164,22.974356,198.31772,160.96925,4.503289,5790.12058,4500.29674,1289.82384
1165,23.176617,197.75641,160.05298,4.501614,5814.71201,4531.45482,1283.25719
1166,23.16987,197.70857,155.92596,4.294439,5837.9755,4558.69644,1279.27906
1167,23.041224,199.7023,162.04726,3.806477,5862.40055,4586.97319,1275.42736
1168,23.210142,199.1228,164.80374,4.070558,5885.27271,4617.0486,1268.22411
1169,23.49988,198.66716,163.87524,4.303282,5906.79502,4645.40956,1261.38546
1170,23.602192,198.37721,157.22905,4.198927,5927.04927,4668.53451,1258.51476
1171,23.790802,200.1265,162.08702,4.115492,5948.08739,4693.64532,1254.44207
1172,23.78939,199.3436,166.80856,3.970807,5967.53631,4723.29508,1244.24123
1173,23.74073,198.9415,164.78584,3.449495,5985.74124,4745.62209,1240.11915
1174,24.18758,200.01909,163.90933,4.30078,6004.18023,4772.06642,1232.11381
1175,24.074091,199.2365,166.78813,3.811016,6021.06173,4798.55931,1222.50242
1176,24.168196,198.56679,170.62424,3.904339,6036.27252,4826.5734,1209.69912
1177,24.842852,199.91545,171.37448,4.608412,6052.15593,4855.2735,1196.88243
1178,24.443804,198.75958,163.77821,4.013598,6066.79638,4877.30708,1189.4893
1179,24.79043,197.95413,171.90404,4.386639,6076.94598,4906.89312,1170.05286
1180,24.94489,199.15897,169.59808,4.169291,6087.82312,4932.593,1155.23012
1181,24.594698,197.94458,165.3936,3.542284,6097.18153,4954.0227,1143.15883
1182,24.645618,198.91623,167.35596,3.844558,6107.14415,4976.01103,1131.13312
1183,25.420895,197.57329,171.2654,4.315977,6115.28755,4998.57028,1116.71727
1184,25.152195,196.74174,169.22418,3.873072,6122.10496,5016.59006,1105.5149
1185,25.190826,198.07486,169.90132,3.518774,6127.27189,5034.95068,1092.32121
1186,25.049753,197.04402,173.14096,3.270721,6131.17536,5056.5863,1074.58906
1187,25.347418,196.16216,168.73845,3.68578,6134.24665,5070.94308,1063.30357
1188,25.478275,196.94072,168.54541,3.566179,6137.81229,5087.61421,1050.19808
1189,25.369162,195.92955,173.75642,3.277047,6140.21318,5106.13799,1034.07519
1190,25.691935,196.86717,168.97769,3.363411,6140.74481,5119.43967,1021.30514
1191,25.582321,195.77556,174.32843,3.005087,6140.36531,5137.07157,1003.29374
1192,25.733658,196.7831,172.84732,3.048359,6141.2894,5156.52483,984.76457
1193,25.377874,196.07155,173.97707,2.620716,6141.26935,5175.66222,965.60713
1194,26.087006,195.13768,172.21852,3.11265,6137.63649,5186.23214,951.40435
1195,26.214602,195.76427,178.36502,3.037985,6135.08304,5203.62791,931.45513
1196,26.232664,194.75035,171.17557,3.062794,6132.07698,5214.7505,917.32648
1197,26.171202,195.55464,174.60532,3.129978,6129.92305,5233.42986,896.49319
1198,26.679665,194.69139,168.97375,3.469523,6124.91214,5240.35635,884.55579
1199,26.432549,195.32852,170.33618,2.932669,6121.11786,5245.88879,875.22907
1200,26.83872,194.26463,173.13092,3.236528,6116.71533,5255.14447,861.57086
1201,26.33173,193.46376,170.0102,2.540928,6111.80188,5267.92562,843.87626
1202,26.501299,194.48181,173.46338,2.711909,6106.15719,5279.30198,826.85521
1203,26.629883,193.43658,166.18317,2.889153,6100.25017,5278.67659,821.57358
1204,26.954456,194.20912,170.17729,2.766876,6095.51779,5284.06804,811.44975
1205,27.105137,193.26479,167.63861,3.031046,6088.76349,5287.79732,800.96617
1206,27.24477,193.98145,167.54471,3.076574,6083.50844,5288.5539,794.95454
1207,26.882666,193.19382,168.27278,2.039814,6078.13547,5286.20244,791.93303
1208,26.784077,194.03287,170.55017,2.340273,6072.25289,5285.37813,786.87476
1209,27.448223,192.98143,174.37025,2.657793,6066.47474,5295.97017,770.50457
1210,27.28276,193.51375,167.01213,2.33787,6062.03436,5291.07826,770.9561
1211,27.400484,192.39742,169.33832,2.805786,6055.27281,5290.8185,764.45431
1212,26.70508,192.81598,169.59026,2.059462,6050.14421,5295.01516,755.12905
1213,27.334984,191.71812,169.20056,1.914089,6042.9461,5296.85976,746.08634
1214,27.717182,191.96898,159.74129,2.564987,6037.34179,5285.33565,752.00614
1215,27.513868,191.03615,168.02342,2.323042,6031.6362,5284.13489,747.50131
1216,27.601696,191.1973,164.33324,2.551943,6024.75864,5278.56681,746.19183
1217,27.535856,189.8881,169.73518,2.188438,6017.60272,5275.16103,742.44169
1218,27.857834,190.34088,163.1611,2.379559,6011.78144,5269.58368,742.19776
1219,27.702562,189.42513,165.81041,2.3334,6004.26585,5266.84868,737.41717
1220,27.471937,190.01183,171.10338,1.780002,5998.34813,5264.19564,734.15249
1221,28.129385,188.78683,167.82887,2.547064,5990.26779,5263.04682,727.22097
1222,28.197206,188.79091,167.40497,2.463548,5983.28314,5256.12336,727.15978
1223,28.234022,187.73685,170.57872,2.856148,5974.23689,5253.85476,720.38213
1224,28.744856,188.1555,173.01466,2.65785,5966.32084,5252.89235,713.42849
1225,28.150055,186.90791,170.50969,1.935453,5958.09107,5251.18352,706.90755
1226,28.338013,186.96785,171.27977,2.105349,5949.29465,5244.09827,705.19638
1227,28.166813,185.60997,164.54167,1.995611,5940.15427,5237.46437,702.6899
1228,28.326777,185.76865,173.61014,1.647112,5930.36828,5236.46919,693.89909
1229,28.216412,184.61552,166.56122,1.783863,5920.29241,5234.05666,686.23575
1230,28.072369,184.99258,170.86015,1.233649,5909.95647,5234.58063,675.37584
1231,28.35218,183.88023,166.11464,2.02045,5899.57207,5227.56435,672.00772
1232,28.246801,183.82751,172.99686,1.745502,5889.93582,5230.55101,659.38481
1233,28.580456,182.77948,167.82463,1.950573,5878.23349,5224.91226,653.32123
1234,28.736372,183.06854,172.46547,1.781916,5867.86545,5231.19456,636.67089
1235,28.254358,182.19775,167.90883,1.149221,5855.85408,5228.9261,626.92798
1236,28.469866,182.27951,167.93211,1.225096,5844.8688,5229.2196,615.6492
1237,28.4044,181.4041,168.78937,1.521734,5832.29145,5230.46426,601.82719
1238,29.113194,181.73315,173.2956,2.329117,5820.83078,5235.48708,585.3437
1239,28.565096,180.94403,163.45049,1.116873,5807.74194,5228.3874,579.35454
1240,28.545359,181.36334,172.88354,1.262599,5796.12385,5226.90069,569.22316
1241,28.948395,180.40071,168.80878,1.547911,5783.01081,5228.69734,554.31347
1242,28.257381,180.85811,172.12743,1.552301,5771.4715,5231.48645,539.98505
1243,28.508257,180.03276,175.15016,1.173273,5758.68828,5237.04635,521.64193
1244,28.50725,179.16118,171.44925,0.790068,5746.13134,5239.29504,506.8363
1245,28.429527,179.27243,167.42021,0.915659,5733.43479,5246.97396,486.46083
1246,28.882868,178.34077,174.45265,1.281172,5720.73941,5253.40319,467.33622
1247,28.997635,178.78409,168.05838,1.461779,5708.3262,5257.12833,451.19787
1248,28.63799,177.87277,172.86937,0.780156,5696.31087,5260.26252,436.04835
1249,28.533707,178.14723,174.10768,0.831145,5684.11722,5271.2091,412.90812
1250,28.839132,177.20488,170.45468,1.367195,5671.89697,5275.85337,396.0436
1251,29.178406,177.63315,168.0417,1.049021,5659.51829,5272.79169,386.7266
1252,28.579647,176.76775,173.4116,0.382441,5647.49921,5278.37442,369.12479
1253,28.695965,177.2654,168.03966,0.461943,5635.9737,5279.00911,356.96459
1254,28.834715,176.57533,173.1627,0.089859,5624.81218,5281.59309,343.21909
1255,28.441086,177.40135,171.3555,0.291031,5614.05803,5279.93393,334.1241
1256,28.994183,176.15318,170.845,0.65617,5603.3033,5280.26924,323.03406
1257,28.259363,175.36249,166.37749,0.09255,5591.69794,5275.36696,316.33098
1258,28.613567,176.10153,174.94022,0.28679,5582.1895,5285.76551,296.42399
1259,28.849567,175.26433,167.5519,0.633155,5571.68518,5279.70727,291.97791
1260,28.53083,175.68845,175.56888,0.458461,5562.75811,5288.71493,274.04318
1261,28.757992,174.95615,168.46153,0.405812,5552.72168,5286.31631,266.40537
1262,28.730017,175.31339,174.21342,0.483216,5544.15484,5294.41509,249.73975
1263,28.458965,174.7068,174.24794,-0.121491,5535.03413,5295.66617,239.36796
1264,28.890568,174.10521,175.39845,0.154196,5526.35986,5303.23999,223.11987
1265,28.799883,174.83966,179.77359,0.545525,5518.13098,5310.54811,207.58287
1266,28.271935,174.14073,174.83583,-0.197931,5510.07396,5317.47511,192.59885
1267,28.574564,174.5722,175.09474,0.170164,5502.36665,5324.63774,177.72891
1268,27.91042,173.47957,174.0953,-1.202774,5494.44212,5329.94367,164.49845
1269,28.430975,172.65674,172.55963,-0.134121,5485.36571,5329.2077,156.15801
1270,27.946295,173.1828,179.46254,-0.599064,5477.60448,5345.21975,132.38473
1271,27.923872,172.56842,176.32191,-1.024523,5468.80956,5348.65812,120.15144
1272,27.928617,171.92612,178.98106,-0.328764,5460.33497,5358.8304,101.50457
1273,28.115324,172.71632,173.97998,-0.392933,5452.19318,5360.68295,91.51023
1274,27.537851,172.46016,181.31369,-0.969399,5444.62058,5366.84648,77.7741
1275,27.66287,171.8385,172.83543,-0.766657,5437.2979,5368.23266,69.06524
1276,28.020103,172.38875,172.3607,-0.862765,5430.41422,5373.17315,57.24107
1277,27.4197,171.9455,181.7699,-1.577935,5424.01895,5380.4904,43.52855
1278,27.448557,171.38539,173.17775,-1.189433,5416.62025,5385.60977,31.01048
1279,27.326258,172.21094,180.0417,-1.207449,5410.95842,5392.7821,18.17632
1280,27.297045,171.72212,180.3934,-1.542087,5404.53331,5399.06782,5.46549
1281,27.258245,171.21507,178.50732,-1.920161,5398.5435,5407.12046,-8.57696
1282,26.996517,172.04205,174.52798,-1.58313,5392.9524,5413.60674,-20.65434
1283,26.81914,171.49608,178.41524,-1.876825,5387.68073,5418.61038,-30.92965
1284,27.01335,170.79947,175.4567,-1.821365,5381.2148,5426.02742,-44.81262
1285,27.007416,171.49098,185.91519,-1.43367,5376.13045,5438.77991,-62.64946
1286,26.68918,171.0108,176.10211,-2.305003,5369.7399,5443.52652,-73.78662
1287,26.312843,170.25099,181.21123,-1.94652,5363.83771,5453.89275,-90.05504
1288,26.66816,169.55962,176.35513,-1.945407,5358.03484,5463.87039,-105.83555
1289,26.246887,170.15984,179.59225,-2.60268,5352.09315,5468.52242,-116.42927
1290,26.192783,169.61047,175.61255,-2.338047,5346.43929,5476.58307,-130.14378
1291,26.099688,169.22543,185.19656,-2.658304,5339.97627,5486.21075,-146.23448
1292,26.033438,168.50835,173.03337,-2.696579,5333.52847,5490.78259,-157.25412
1293,25.569113,169.50839,182.20142,-2.889852,5327.72347,5498.77059,-171.04712
1294,25.649574,169.18753,179.88332,-3.240994,5322.2042,5504.40597,-182.20177
1295,25.710917,168.63881,184.6491,-3.088966,5316.7378,5513.65662,-196.91882
1296,25.496384,168.19945,179.2337,-2.775551,5310.09759,5513.11673,-203.01914
1297,25.59814,167.7977,187.61342,-2.976424,5303.75456,5525.89432,-222.13976
1298,25.579454,168.61436,182.96068,-2.330966,5297.79672,5533.76026,-235.96354
1299,25.33167,168.14452,183.3437,-3.099305,5292.46167,5543.00866,-250.54699
1300,25.14144,167.9528,181.8269,-2.804855,5287.75773,5552.27593,-264.5182
1301,25.464123,167.42764,181.80434,-2.459749,5282.00257,5554.61773,-272.61516
1302,25.172935,167.15427,181.06082,-2.755682,5276.58842,5559.35664,-282.76822
1303,24.772745,166.99107,190.63298,-3.342579,5271.65337,5571.00856,-299.35519
1304,24.588804,166.31033,179.11736,-2.949047,5265.24738,5576.14594,-310.89856
1305,24.65367,167.31111,183.75403,-3.0092,5260.09833,5578.58628,-318.48795
1306,24.488508,167.08365,184.70894,-3.531595,5255.34348,5590.45979,-335.11631
1307,24.456942,166.78188,191.131,-2.962758,5249.73661,5609.23009,-359.49348
1308,24.408152,166.6274,183.73209,-3.040405,5244.41851,5611.19228,-366.77377
1309,24.285192,166.34717,188.48334,-3.041066,5239.38029,5626.49787,-387.11758
1310,23.992716,166.07211,183.85411,-3.304329,5233.24146,5630.31028,-397.06882
1311,23.80274,165.69449,182.55463,-3.455505,5227.21383,5632.47151,-405.25768
1312,23.683674,165.13525,182.09097,-3.312843,5221.13401,5636.05516,-414.92115
1313,23.785963,164.81235,183.53906,-3.033177,5213.90431,5645.06624,-431.16193
1314,23.235899,164.30713,184.38809,-3.777451,5206.71536,5651.03909,-444.32373
1315,23.205063,164.00337,175.36162,-3.802353,5199.91926,5650.94401,-451.02475
1316,23.127932,163.68134,180.1974,-3.561248,5192.10962,5645.22622,-453.1166
1317,23.291655,163.12321,181.25142,-3.021188,5184.22203,5650.37553,-466.1535
1318,22.97252,162.93723,177.20877,-3.69564,5176.90827,5646.37307,-469.4648
1319,22.84045,162.90346,181.67503,-3.406437,5170.25211,5651.69297,-481.44086
1320,22.699593,163.99075,169.9995,-3.49319,5164.08302,5642.10022,-478.0172
1321,22.502663,162.88145,184.7786,-3.597025,5157.354,5651.26627,-493.91227
1322,22.265085,162.6382,169.93968,-3.768353,5150.76677,5636.00939,-485.24262
1323,22.332579,162.69923,180.99521,-3.236534,5144.95765,5643.97123,-499.01358
1324,21.988283,162.21704,178.95422,-3.661291,5137.6663,5640.72403,-503.05773
1325,22.063427,162.04211,182.13383,-3.64749,5130.52088,5642.97454,-512.45366
1326,21.857061,161.43503,179.97084,-3.639323,5123.3171,5638.29628,-514.97918
1327,21.762985,161.32509,176.79173,-3.835155,5116.44274,5635.85431,-519.41157
1328,21.722744,161.10475,182.1429,-3.85671,5109.74979,5630.38379,-520.634
1329,21.549423,160.93394,177.28912,-3.782247,5102.06937,5624.71223,-522.64286
1330,21.617859,160.76628,171.8786,-3.523581,5094.69113,5613.24713,-518.556
1331,21.445759,160.91583,183.00899,-4.018364,5087.65416,5614.42922,-526.77506
1332,21.2426,160.37506,173.84198,-3.930335,5080.60158,5606.46686,-525.86528
1333,21.315872,160.32323,177.93234,-3.456873,5073.77054,5603.33838,-529.56784
1334,21.01847,159.99538,176.06108,-3.570334,5066.77485,5588.76648,-521.99163
1335,20.93373,159.2957,170.76837,-3.71994,5059.76022,5580.41749,-520.65727
1336,20.720097,157.74707,177.1112,-3.768411,5050.19618,5573.77466,-523.57848
1337,20.711685,156.90613,167.77711,-3.745257,5040.01866,5556.84283,-516.82417
1338,20.396215,156.74329,172.32886,-4.011937,5029.98007,5538.04069,-508.06062
1339,20.470762,156.25107,169.33589,-3.81443,5019.60374,5523.64449,-504.04075
1340,20.65024,156.07584,172.95183,-3.342476,5009.33241,5508.11298,-498.78057
1341,20.160513,156.03972,164.19513,-3.642227,4999.30002,5488.454,-489.15398
1342,20.411669,156.03175,169.87744,-3.272005,4989.63728,5475.77681,-486.13953
1343,19.883184,154.14938,161.03166,-3.902779,4978.65141,5454.7175,-476.06609
1344,20.108109,153.89983,163.39107,-3.12779,4967.73889,5434.56951,-466.83062
1345,20.271164,153.76863,160.8083,-2.933899,4957.20039,5410.98972,-453.78933
1346,19.973051,153.62895,164.43304,-3.154881,4946.82597,5400.06114,-453.23517
1347,19.719288,153.06447,160.77953,-3.572367,4936.2091,5380.64327,-444.43417
1348,19.933607,151.2458,162.58293,-3.038913,4924.33169,5361.97478,-437.64309
1349,19.890652,151.19078,155.27417,-2.949798,4912.58524,5340.04018,-427.45494
1350,19.555391,151.1311,160.31264,-3.144202,4900.81288,5318.67779,-417.86491
1351,19.68859,151.04112,159.83759,-2.814073,4887.86325,5308.51588,-420.65263
1352,19.720585,149.33505,151.65083,-2.5445,4874.31685,5275.38811,-401.07126
1353,19.55584,149.23262,155.29716,-2.776739,4860.91127,5260.74559,-399.83432
1354,19.470984,149.30013,159.51724,-2.517299,4847.51217,5239.26762,-391.75545
